rank	hand	abbreviation	description
2262	5 5 5 7 3	3K	Three Fives
2263	5 5 5 7 2	3K	Three Fives
2264	5 5 5 6 4	3K	Three Fives
2265	5 5 5 6 3	3K	Three Fives
2266	5 5 5 6 2	3K	Three Fives
2267	5 5 5 4 3	3K	Three Fives
2268	5 5 5 4 2	3K	Three Fives
2269	5 5 5 3 2	3K	Three Fives
2270	4 4 4 14 13	3K	Three Fours
2271	4 4 4 14 12	3K	Three Fours
2272	4 4 4 14 11	3K	Three Fours
2273	4 4 4 14 10	3K	Three Fours
2274	4 4 4 14 9	3K	Three Fours
2275	4 4 4 14 8	3K	Three Fours
2276	4 4 4 14 7	3K	Three Fours
2277	4 4 4 14 6	3K	Three Fours
2278	4 4 4 14 5	3K	Three Fours
2279	4 4 4 14 3	3K	Three Fours
2280	4 4 4 14 2	3K	Three Fours
2281	4 4 4 13 12	3K	Three Fours
2282	4 4 4 13 11	3K	Three Fours
2283	4 4 4 13 10	3K	Three Fours
2284	4 4 4 13 9	3K	Three Fours
2285	4 4 4 13 8	3K	Three Fours
2286	4 4 4 13 7	3K	Three Fours
2287	4 4 4 13 6	3K	Three Fours
2288	4 4 4 13 5	3K	Three Fours
2289	4 4 4 13 3	3K	Three Fours
2290	4 4 4 13 2	3K	Three Fours
2291	4 4 4 12 11	3K	Three Fours
2292	4 4 4 12 10	3K	Three Fours
2293	4 4 4 12 9	3K	Three Fours
2294	4 4 4 12 8	3K	Three Fours
2295	4 4 4 12 7	3K	Three Fours
2296	4 4 4 12 6	3K	Three Fours
2297	4 4 4 12 5	3K	Three Fours
2298	4 4 4 12 3	3K	Three Fours
2299	4 4 4 12 2	3K	Three Fours
2300	4 4 4 11 10	3K	Three Fours
2301	4 4 4 11 9	3K	Three Fours
2302	4 4 4 11 8	3K	Three Fours
2303	4 4 4 11 7	3K	Three Fours
2304	4 4 4 11 6	3K	Three Fours
2305	4 4 4 11 5	3K	Three Fours
2306	4 4 4 11 3	3K	Three Fours
2307	4 4 4 11 2	3K	Three Fours
2308	4 4 4 10 9	3K	Three Fours
2309	4 4 4 10 8	3K	Three Fours
2310	4 4 4 10 7	3K	Three Fours
2311	4 4 4 10 6	3K	Three Fours
2312	4 4 4 10 5	3K	Three Fours
2313	4 4 4 10 3	3K	Three Fours
2314	4 4 4 10 2	3K	Three Fours
2315	4 4 4 9 8	3K	Three Fours
2316	4 4 4 9 7	3K	Three Fours
2317	4 4 4 9 6	3K	Three Fours
2318	4 4 4 9 5	3K	Three Fours
2319	4 4 4 9 3	3K	Three Fours
2320	4 4 4 9 2	3K	Three Fours
2321	4 4 4 8 7	3K	Three Fours
2322	4 4 4 8 6	3K	Three Fours
2323	4 4 4 8 5	3K	Three Fours
2324	4 4 4 8 3	3K	Three Fours
2325	4 4 4 8 2	3K	Three Fours
2326	4 4 4 7 6	3K	Three Fours
2327	4 4 4 7 5	3K	Three Fours
2328	4 4 4 7 3	3K	Three Fours
2329	4 4 4 7 2	3K	Three Fours
2330	4 4 4 6 5	3K	Three Fours
2331	4 4 4 6 3	3K	Three Fours
2332	4 4 4 6 2	3K	Three Fours
2333	4 4 4 5 3	3K	Three Fours
2334	4 4 4 5 2	3K	Three Fours
2335	4 4 4 3 2	3K	Three Fours
2336	3 3 3 14 13	3K	Three Treys
2337	3 3 3 14 12	3K	Three Treys
2338	3 3 3 14 11	3K	Three Treys
2339	3 3 3 14 10	3K	Three Treys
2340	3 3 3 14 9	3K	Three Treys
2341	3 3 3 14 8	3K	Three Treys
2342	3 3 3 14 7	3K	Three Treys
2343	3 3 3 14 6	3K	Three Treys
2344	3 3 3 14 5	3K	Three Treys
2345	3 3 3 14 4	3K	Three Treys
2346	3 3 3 14 2	3K	Three Treys
2347	3 3 3 13 12	3K	Three Treys
2348	3 3 3 13 11	3K	Three Treys
2349	3 3 3 13 10	3K	Three Treys
2350	3 3 3 13 9	3K	Three Treys
2351	3 3 3 13 8	3K	Three Treys
2352	3 3 3 13 7	3K	Three Treys
2353	3 3 3 13 6	3K	Three Treys
2354	3 3 3 13 5	3K	Three Treys
2355	3 3 3 13 4	3K	Three Treys
2356	3 3 3 13 2	3K	Three Treys
2357	3 3 3 12 11	3K	Three Treys
2358	3 3 3 12 10	3K	Three Treys
2359	3 3 3 12 9	3K	Three Treys
2360	3 3 3 12 8	3K	Three Treys
2361	3 3 3 12 7	3K	Three Treys
2362	3 3 3 12 6	3K	Three Treys
2363	3 3 3 12 5	3K	Three Treys
2364	3 3 3 12 4	3K	Three Treys
2365	3 3 3 12 2	3K	Three Treys
2366	3 3 3 11 10	3K	Three Treys
2367	3 3 3 11 9	3K	Three Treys
2368	3 3 3 11 8	3K	Three Treys
2369	3 3 3 11 7	3K	Three Treys
2370	3 3 3 11 6	3K	Three Treys
2371	3 3 3 11 5	3K	Three Treys
2372	3 3 3 11 4	3K	Three Treys
2373	3 3 3 11 2	3K	Three Treys
2374	3 3 3 10 9	3K	Three Treys
2375	3 3 3 10 8	3K	Three Treys
2376	3 3 3 10 7	3K	Three Treys
2377	3 3 3 10 6	3K	Three Treys
2378	3 3 3 10 5	3K	Three Treys
2379	3 3 3 10 4	3K	Three Treys
2380	3 3 3 10 2	3K	Three Treys
2381	3 3 3 9 8	3K	Three Treys
2382	3 3 3 9 7	3K	Three Treys
2383	3 3 3 9 6	3K	Three Treys
2384	3 3 3 9 5	3K	Three Treys
2385	3 3 3 9 4	3K	Three Treys
2386	3 3 3 9 2	3K	Three Treys
2387	3 3 3 8 7	3K	Three Treys
2388	3 3 3 8 6	3K	Three Treys
2389	3 3 3 8 5	3K	Three Treys
2390	3 3 3 8 4	3K	Three Treys
2391	3 3 3 8 2	3K	Three Treys
2392	3 3 3 7 6	3K	Three Treys
2393	3 3 3 7 5	3K	Three Treys
2394	3 3 3 7 4	3K	Three Treys
2395	3 3 3 7 2	3K	Three Treys
2396	3 3 3 6 5	3K	Three Treys
2397	3 3 3 6 4	3K	Three Treys
2398	3 3 3 6 2	3K	Three Treys
2399	3 3 3 5 4	3K	Three Treys
2400	3 3 3 5 2	3K	Three Treys
2401	3 3 3 4 2	3K	Three Treys
2402	2 2 2 14 13	3K	Three Deuces
2403	2 2 2 14 12	3K	Three Deuces
2404	2 2 2 14 11	3K	Three Deuces
2405	2 2 2 14 10	3K	Three Deuces
2406	2 2 2 14 9	3K	Three Deuces
2407	2 2 2 14 8	3K	Three Deuces
2408	2 2 2 14 7	3K	Three Deuces
2409	2 2 2 14 6	3K	Three Deuces
2410	2 2 2 14 5	3K	Three Deuces
2411	2 2 2 14 4	3K	Three Deuces
2412	2 2 2 14 3	3K	Three Deuces
2413	2 2 2 13 12	3K	Three Deuces
2414	2 2 2 13 11	3K	Three Deuces
2415	2 2 2 13 10	3K	Three Deuces
2416	2 2 2 13 9	3K	Three Deuces
2417	2 2 2 13 8	3K	Three Deuces
2418	2 2 2 13 7	3K	Three Deuces
2419	2 2 2 13 6	3K	Three Deuces
2420	2 2 2 13 5	3K	Three Deuces
2421	2 2 2 13 4	3K	Three Deuces
2422	2 2 2 13 3	3K	Three Deuces
2423	2 2 2 12 11	3K	Three Deuces
2424	2 2 2 12 10	3K	Three Deuces
2425	2 2 2 12 9	3K	Three Deuces
2426	2 2 2 12 8	3K	Three Deuces
2427	2 2 2 12 7	3K	Three Deuces
2428	2 2 2 12 6	3K	Three Deuces
2429	2 2 2 12 5	3K	Three Deuces
2430	2 2 2 12 4	3K	Three Deuces
2431	2 2 2 12 3	3K	Three Deuces
2432	2 2 2 11 10	3K	Three Deuces
2433	2 2 2 11 9	3K	Three Deuces
2434	2 2 2 11 8	3K	Three Deuces
2435	2 2 2 11 7	3K	Three Deuces
2436	2 2 2 11 6	3K	Three Deuces
2437	2 2 2 11 5	3K	Three Deuces
2438	2 2 2 11 4	3K	Three Deuces
2439	2 2 2 11 3	3K	Three Deuces
2440	2 2 2 10 9	3K	Three Deuces
2441	2 2 2 10 8	3K	Three Deuces
2442	2 2 2 10 7	3K	Three Deuces
2443	2 2 2 10 6	3K	Three Deuces
2444	2 2 2 10 5	3K	Three Deuces
2445	2 2 2 10 4	3K	Three Deuces
2446	2 2 2 10 3	3K	Three Deuces
2447	2 2 2 9 8	3K	Three Deuces
2448	2 2 2 9 7	3K	Three Deuces
2449	2 2 2 9 6	3K	Three Deuces
2450	2 2 2 9 5	3K	Three Deuces
2451	2 2 2 9 4	3K	Three Deuces
2452	2 2 2 9 3	3K	Three Deuces
2453	2 2 2 8 7	3K	Three Deuces
2454	2 2 2 8 6	3K	Three Deuces
2455	2 2 2 8 5	3K	Three Deuces
2456	2 2 2 8 4	3K	Three Deuces
2457	2 2 2 8 3	3K	Three Deuces
2458	2 2 2 7 6	3K	Three Deuces
2459	2 2 2 7 5	3K	Three Deuces
2460	2 2 2 7 4	3K	Three Deuces
2461	2 2 2 7 3	3K	Three Deuces
2462	2 2 2 6 5	3K	Three Deuces
2463	2 2 2 6 4	3K	Three Deuces
2464	2 2 2 6 3	3K	Three Deuces
2465	2 2 2 5 4	3K	Three Deuces
2466	2 2 2 5 3	3K	Three Deuces
2467	2 2 2 4 3	3K	Three Deuces
2468	14 14 13 13 12	2P	Aces and Kings
2469	14 14 13 13 11	2P	Aces and Kings
2470	14 14 13 13 10	2P	Aces and Kings
2471	14 14 13 13 9	2P	Aces and Kings
2472	14 14 13 13 8	2P	Aces and Kings
2473	14 14 13 13 7	2P	Aces and Kings
2474	14 14 13 13 6	2P	Aces and Kings
2475	14 14 13 13 5	2P	Aces and Kings
2476	14 14 13 13 4	2P	Aces and Kings
2477	14 14 13 13 3	2P	Aces and Kings
2478	14 14 13 13 2	2P	Aces and Kings
2479	14 14 12 12 13	2P	Aces and Queens
2480	14 14 12 12 11	2P	Aces and Queens
2481	14 14 12 12 10	2P	Aces and Queens
2482	14 14 12 12 9	2P	Aces and Queens
2483	14 14 12 12 8	2P	Aces and Queens
2484	14 14 12 12 7	2P	Aces and Queens
2485	14 14 12 12 6	2P	Aces and Queens
2486	14 14 12 12 5	2P	Aces and Queens
2487	14 14 12 12 4	2P	Aces and Queens
2488	14 14 12 12 3	2P	Aces and Queens
2489	14 14 12 12 2	2P	Aces and Queens
2490	14 14 11 11 13	2P	Aces and Jacks
2491	14 14 11 11 12	2P	Aces and Jacks
2492	14 14 11 11 10	2P	Aces and Jacks
2493	14 14 11 11 9	2P	Aces and Jacks
2494	14 14 11 11 8	2P	Aces and Jacks
2495	14 14 11 11 7	2P	Aces and Jacks
2496	14 14 11 11 6	2P	Aces and Jacks
2497	14 14 11 11 5	2P	Aces and Jacks
2498	14 14 11 11 4	2P	Aces and Jacks
2499	14 14 11 11 3	2P	Aces and Jacks
2500	14 14 11 11 2	2P	Aces and Jacks
2501	14 14 10 10 13	2P	Aces and Tens
2502	14 14 10 10 12	2P	Aces and Tens
2503	14 14 10 10 11	2P	Aces and Tens
2504	14 14 10 10 9	2P	Aces and Tens
2505	14 14 10 10 8	2P	Aces and Tens
2506	14 14 10 10 7	2P	Aces and Tens
2507	14 14 10 10 6	2P	Aces and Tens
2508	14 14 10 10 5	2P	Aces and Tens
2509	14 14 10 10 4	2P	Aces and Tens
2510	14 14 10 10 3	2P	Aces and Tens
2511	14 14 10 10 2	2P	Aces and Tens
2512	14 14 9 9 13	2P	Aces and Nines
2513	14 14 9 9 12	2P	Aces and Nines
2514	14 14 9 9 11	2P	Aces and Nines
2515	14 14 9 9 10	2P	Aces and Nines
2516	14 14 9 9 8	2P	Aces and Nines
2517	14 14 9 9 7	2P	Aces and Nines
2518	14 14 9 9 6	2P	Aces and Nines
2519	14 14 9 9 5	2P	Aces and Nines
2520	14 14 9 9 4	2P	Aces and Nines
2521	14 14 9 9 3	2P	Aces and Nines
2522	14 14 9 9 2	2P	Aces and Nines
2523	14 14 8 8 13	2P	Aces and Eights
2524	14 14 8 8 12	2P	Aces and Eights
2525	14 14 8 8 11	2P	Aces and Eights
2526	14 14 8 8 10	2P	Aces and Eights
2527	14 14 8 8 9	2P	Aces and Eights
2528	14 14 8 8 7	2P	Aces and Eights
2529	14 14 8 8 6	2P	Aces and Eights
2530	14 14 8 8 5	2P	Aces and Eights
2531	14 14 8 8 4	2P	Aces and Eights
2532	14 14 8 8 3	2P	Aces and Eights
2533	14 14 8 8 2	2P	Aces and Eights
2534	14 14 7 7 13	2P	Aces and Sevens
2535	14 14 7 7 12	2P	Aces and Sevens
2536	14 14 7 7 11	2P	Aces and Sevens
2537	14 14 7 7 10	2P	Aces and Sevens
2538	14 14 7 7 9	2P	Aces and Sevens
2539	14 14 7 7 8	2P	Aces and Sevens
2540	14 14 7 7 6	2P	Aces and Sevens
2541	14 14 7 7 5	2P	Aces and Sevens
2542	14 14 7 7 4	2P	Aces and Sevens
2543	14 14 7 7 3	2P	Aces and Sevens
2544	14 14 7 7 2	2P	Aces and Sevens
2545	14 14 6 6 13	2P	Aces and Sixes
2546	14 14 6 6 12	2P	Aces and Sixes
2547	14 14 6 6 11	2P	Aces and Sixes
2548	14 14 6 6 10	2P	Aces and Sixes
2549	14 14 6 6 9	2P	Aces and Sixes
2550	14 14 6 6 8	2P	Aces and Sixes
2551	14 14 6 6 7	2P	Aces and Sixes
2552	14 14 6 6 5	2P	Aces and Sixes
2553	14 14 6 6 4	2P	Aces and Sixes
2554	14 14 6 6 3	2P	Aces and Sixes
2555	14 14 6 6 2	2P	Aces and Sixes
2556	14 14 5 5 13	2P	Aces and Fives
2557	14 14 5 5 12	2P	Aces and Fives
2558	14 14 5 5 11	2P	Aces and Fives
2559	14 14 5 5 10	2P	Aces and Fives
2560	14 14 5 5 9	2P	Aces and Fives
2561	14 14 5 5 8	2P	Aces and Fives
2562	14 14 5 5 7	2P	Aces and Fives
2563	14 14 5 5 6	2P	Aces and Fives
2564	14 14 5 5 4	2P	Aces and Fives
2565	14 14 5 5 3	2P	Aces and Fives
2566	14 14 5 5 2	2P	Aces and Fives
2567	14 14 4 4 13	2P	Aces and Fours
2568	14 14 4 4 12	2P	Aces and Fours
2569	14 14 4 4 11	2P	Aces and Fours
2570	14 14 4 4 10	2P	Aces and Fours
2571	14 14 4 4 9	2P	Aces and Fours
2572	14 14 4 4 8	2P	Aces and Fours
2573	14 14 4 4 7	2P	Aces and Fours
2574	14 14 4 4 6	2P	Aces and Fours
2575	14 14 4 4 5	2P	Aces and Fours
2576	14 14 4 4 3	2P	Aces and Fours
2577	14 14 4 4 2	2P	Aces and Fours
2578	14 14 3 3 13	2P	Aces and Treys
2579	14 14 3 3 12	2P	Aces and Treys
2580	14 14 3 3 11	2P	Aces and Treys
2581	14 14 3 3 10	2P	Aces and Treys
2582	14 14 3 3 9	2P	Aces and Treys
2583	14 14 3 3 8	2P	Aces and Treys
2584	14 14 3 3 7	2P	Aces and Treys
2585	14 14 3 3 6	2P	Aces and Treys
2586	14 14 3 3 5	2P	Aces and Treys
2587	14 14 3 3 4	2P	Aces and Treys
2588	14 14 3 3 2	2P	Aces and Treys
2589	14 14 2 2 13	2P	Aces and Deuces
2590	14 14 2 2 12	2P	Aces and Deuces
2591	14 14 2 2 11	2P	Aces and Deuces
2592	14 14 2 2 10	2P	Aces and Deuces
2593	14 14 2 2 9	2P	Aces and Deuces
2594	14 14 2 2 8	2P	Aces and Deuces
2595	14 14 2 2 7	2P	Aces and Deuces
2596	14 14 2 2 6	2P	Aces and Deuces
2597	14 14 2 2 5	2P	Aces and Deuces
2598	14 14 2 2 4	2P	Aces and Deuces
2599	14 14 2 2 3	2P	Aces and Deuces
2600	13 13 12 12 14	2P	Kings and Queens
2601	13 13 12 12 11	2P	Kings and Queens
2602	13 13 12 12 10	2P	Kings and Queens
2603	13 13 12 12 9	2P	Kings and Queens
2604	13 13 12 12 8	2P	Kings and Queens
2605	13 13 12 12 7	2P	Kings and Queens
2606	13 13 12 12 6	2P	Kings and Queens
2607	13 13 12 12 5	2P	Kings and Queens
2608	13 13 12 12 4	2P	Kings and Queens
2609	13 13 12 12 3	2P	Kings and Queens
2610	13 13 12 12 2	2P	Kings and Queens
2611	13 13 11 11 14	2P	Kings and Jacks
2612	13 13 11 11 12	2P	Kings and Jacks
2613	13 13 11 11 10	2P	Kings and Jacks
2614	13 13 11 11 9	2P	Kings and Jacks
2615	13 13 11 11 8	2P	Kings and Jacks
2616	13 13 11 11 7	2P	Kings and Jacks
2617	13 13 11 11 6	2P	Kings and Jacks
2618	13 13 11 11 5	2P	Kings and Jacks
2619	13 13 11 11 4	2P	Kings and Jacks
2620	13 13 11 11 3	2P	Kings and Jacks
2621	13 13 11 11 2	2P	Kings and Jacks
2622	13 13 10 10 14	2P	Kings and Tens
2623	13 13 10 10 12	2P	Kings and Tens
2624	13 13 10 10 11	2P	Kings and Tens
2625	13 13 10 10 9	2P	Kings and Tens
2626	13 13 10 10 8	2P	Kings and Tens
2627	13 13 10 10 7	2P	Kings and Tens
2628	13 13 10 10 6	2P	Kings and Tens
2629	13 13 10 10 5	2P	Kings and Tens
2630	13 13 10 10 4	2P	Kings and Tens
2631	13 13 10 10 3	2P	Kings and Tens
2632	13 13 10 10 2	2P	Kings and Tens
2633	13 13 9 9 14	2P	Kings and Nines
2634	13 13 9 9 12	2P	Kings and Nines
2635	13 13 9 9 11	2P	Kings and Nines
2636	13 13 9 9 10	2P	Kings and Nines
2637	13 13 9 9 8	2P	Kings and Nines
2638	13 13 9 9 7	2P	Kings and Nines
2639	13 13 9 9 6	2P	Kings and Nines
2640	13 13 9 9 5	2P	Kings and Nines
2641	13 13 9 9 4	2P	Kings and Nines
2642	13 13 9 9 3	2P	Kings and Nines
2643	13 13 9 9 2	2P	Kings and Nines
2644	13 13 8 8 14	2P	Kings and Eights
2645	13 13 8 8 12	2P	Kings and Eights
2646	13 13 8 8 11	2P	Kings and Eights
2647	13 13 8 8 10	2P	Kings and Eights
2648	13 13 8 8 9	2P	Kings and Eights
2649	13 13 8 8 7	2P	Kings and Eights
2650	13 13 8 8 6	2P	Kings and Eights
2651	13 13 8 8 5	2P	Kings and Eights
2652	13 13 8 8 4	2P	Kings and Eights
2653	13 13 8 8 3	2P	Kings and Eights
2654	13 13 8 8 2	2P	Kings and Eights
2655	13 13 7 7 14	2P	Kings and Sevens
2656	13 13 7 7 12	2P	Kings and Sevens
2657	13 13 7 7 11	2P	Kings and Sevens
2658	13 13 7 7 10	2P	Kings and Sevens
2659	13 13 7 7 9	2P	Kings and Sevens
2660	13 13 7 7 8	2P	Kings and Sevens
2661	13 13 7 7 6	2P	Kings and Sevens
2662	13 13 7 7 5	2P	Kings and Sevens
2663	13 13 7 7 4	2P	Kings and Sevens
2664	13 13 7 7 3	2P	Kings and Sevens
2665	13 13 7 7 2	2P	Kings and Sevens
2666	13 13 6 6 14	2P	Kings and Sixes
2667	13 13 6 6 12	2P	Kings and Sixes
2668	13 13 6 6 11	2P	Kings and Sixes
2669	13 13 6 6 10	2P	Kings and Sixes
2670	13 13 6 6 9	2P	Kings and Sixes
2671	13 13 6 6 8	2P	Kings and Sixes
2672	13 13 6 6 7	2P	Kings and Sixes
2673	13 13 6 6 5	2P	Kings and Sixes
2674	13 13 6 6 4	2P	Kings and Sixes
2675	13 13 6 6 3	2P	Kings and Sixes
2676	13 13 6 6 2	2P	Kings and Sixes
2677	13 13 5 5 14	2P	Kings and Fives
2678	13 13 5 5 12	2P	Kings and Fives
2679	13 13 5 5 11	2P	Kings and Fives
2680	13 13 5 5 10	2P	Kings and Fives
2681	13 13 5 5 9	2P	Kings and Fives
2682	13 13 5 5 8	2P	Kings and Fives
2683	13 13 5 5 7	2P	Kings and Fives
2684	13 13 5 5 6	2P	Kings and Fives
2685	13 13 5 5 4	2P	Kings and Fives
2686	13 13 5 5 3	2P	Kings and Fives
2687	13 13 5 5 2	2P	Kings and Fives
2688	13 13 4 4 14	2P	Kings and Fours
2689	13 13 4 4 12	2P	Kings and Fours
2690	13 13 4 4 11	2P	Kings and Fours
2691	13 13 4 4 10	2P	Kings and Fours
2692	13 13 4 4 9	2P	Kings and Fours
2693	13 13 4 4 8	2P	Kings and Fours
2694	13 13 4 4 7	2P	Kings and Fours
2695	13 13 4 4 6	2P	Kings and Fours
2696	13 13 4 4 5	2P	Kings and Fours
2697	13 13 4 4 3	2P	Kings and Fours
2698	13 13 4 4 2	2P	Kings and Fours
2699	13 13 3 3 14	2P	Kings and Treys
2700	13 13 3 3 12	2P	Kings and Treys
2701	13 13 3 3 11	2P	Kings and Treys
2702	13 13 3 3 10	2P	Kings and Treys
2703	13 13 3 3 9	2P	Kings and Treys
2704	13 13 3 3 8	2P	Kings and Treys
2705	13 13 3 3 7	2P	Kings and Treys
2706	13 13 3 3 6	2P	Kings and Treys
2707	13 13 3 3 5	2P	Kings and Treys
2708	13 13 3 3 4	2P	Kings and Treys
2709	13 13 3 3 2	2P	Kings and Treys
2710	13 13 2 2 14	2P	Kings and Deuces
2711	13 13 2 2 12	2P	Kings and Deuces
2712	13 13 2 2 11	2P	Kings and Deuces
2713	13 13 2 2 10	2P	Kings and Deuces
2714	13 13 2 2 9	2P	Kings and Deuces
2715	13 13 2 2 8	2P	Kings and Deuces
2716	13 13 2 2 7	2P	Kings and Deuces
2717	13 13 2 2 6	2P	Kings and Deuces
2718	13 13 2 2 5	2P	Kings and Deuces
2719	13 13 2 2 4	2P	Kings and Deuces
2720	13 13 2 2 3	2P	Kings and Deuces
2721	12 12 11 11 14	2P	Queens and Jacks
2722	12 12 11 11 13	2P	Queens and Jacks
2723	12 12 11 11 10	2P	Queens and Jacks
2724	12 12 11 11 9	2P	Queens and Jacks
2725	12 12 11 11 8	2P	Queens and Jacks
2726	12 12 11 11 7	2P	Queens and Jacks
2727	12 12 11 11 6	2P	Queens and Jacks
2728	12 12 11 11 5	2P	Queens and Jacks
2729	12 12 11 11 4	2P	Queens and Jacks
2730	12 12 11 11 3	2P	Queens and Jacks
2731	12 12 11 11 2	2P	Queens and Jacks
2732	12 12 10 10 14	2P	Queens and Tens
2733	12 12 10 10 13	2P	Queens and Tens
2734	12 12 10 10 11	2P	Queens and Tens
2735	12 12 10 10 9	2P	Queens and Tens
2736	12 12 10 10 8	2P	Queens and Tens
2737	12 12 10 10 7	2P	Queens and Tens
2738	12 12 10 10 6	2P	Queens and Tens
2739	12 12 10 10 5	2P	Queens and Tens
2740	12 12 10 10 4	2P	Queens and Tens
2741	12 12 10 10 3	2P	Queens and Tens
2742	12 12 10 10 2	2P	Queens and Tens
2743	12 12 9 9 14	2P	Queens and Nines
2744	12 12 9 9 13	2P	Queens and Nines
2745	12 12 9 9 11	2P	Queens and Nines
2746	12 12 9 9 10	2P	Queens and Nines
2747	12 12 9 9 8	2P	Queens and Nines
2748	12 12 9 9 7	2P	Queens and Nines
2749	12 12 9 9 6	2P	Queens and Nines
2750	12 12 9 9 5	2P	Queens and Nines
2751	12 12 9 9 4	2P	Queens and Nines
2752	12 12 9 9 3	2P	Queens and Nines
2753	12 12 9 9 2	2P	Queens and Nines
2754	12 12 8 8 14	2P	Queens and Eights
2755	12 12 8 8 13	2P	Queens and Eights
2756	12 12 8 8 11	2P	Queens and Eights
2757	12 12 8 8 10	2P	Queens and Eights
2758	12 12 8 8 9	2P	Queens and Eights
2759	12 12 8 8 7	2P	Queens and Eights
2760	12 12 8 8 6	2P	Queens and Eights
2761	12 12 8 8 5	2P	Queens and Eights
2762	12 12 8 8 4	2P	Queens and Eights
2763	12 12 8 8 3	2P	Queens and Eights
2764	12 12 8 8 2	2P	Queens and Eights
2765	12 12 7 7 14	2P	Queens and Sevens
2766	12 12 7 7 13	2P	Queens and Sevens
2767	12 12 7 7 11	2P	Queens and Sevens
2768	12 12 7 7 10	2P	Queens and Sevens
2769	12 12 7 7 9	2P	Queens and Sevens
2770	12 12 7 7 8	2P	Queens and Sevens
2771	12 12 7 7 6	2P	Queens and Sevens
2772	12 12 7 7 5	2P	Queens and Sevens
2773	12 12 7 7 4	2P	Queens and Sevens
2774	12 12 7 7 3	2P	Queens and Sevens
2775	12 12 7 7 2	2P	Queens and Sevens
2776	12 12 6 6 14	2P	Queens and Sixes
2777	12 12 6 6 13	2P	Queens and Sixes
2778	12 12 6 6 11	2P	Queens and Sixes
2779	12 12 6 6 10	2P	Queens and Sixes
2780	12 12 6 6 9	2P	Queens and Sixes
2781	12 12 6 6 8	2P	Queens and Sixes
2782	12 12 6 6 7	2P	Queens and Sixes
2783	12 12 6 6 5	2P	Queens and Sixes
2784	12 12 6 6 4	2P	Queens and Sixes
2785	12 12 6 6 3	2P	Queens and Sixes
2786	12 12 6 6 2	2P	Queens and Sixes
2787	12 12 5 5 14	2P	Queens and Fives
2788	12 12 5 5 13	2P	Queens and Fives
2789	12 12 5 5 11	2P	Queens and Fives
2790	12 12 5 5 10	2P	Queens and Fives
2791	12 12 5 5 9	2P	Queens and Fives
2792	12 12 5 5 8	2P	Queens and Fives
2793	12 12 5 5 7	2P	Queens and Fives
2794	12 12 5 5 6	2P	Queens and Fives
2795	12 12 5 5 4	2P	Queens and Fives
2796	12 12 5 5 3	2P	Queens and Fives
2797	12 12 5 5 2	2P	Queens and Fives
2798	12 12 4 4 14	2P	Queens and Fours
2799	12 12 4 4 13	2P	Queens and Fours
2800	12 12 4 4 11	2P	Queens and Fours
2801	12 12 4 4 10	2P	Queens and Fours
2802	12 12 4 4 9	2P	Queens and Fours
2803	12 12 4 4 8	2P	Queens and Fours
2804	12 12 4 4 7	2P	Queens and Fours
2805	12 12 4 4 6	2P	Queens and Fours
2806	12 12 4 4 5	2P	Queens and Fours
2807	12 12 4 4 3	2P	Queens and Fours
2808	12 12 4 4 2	2P	Queens and Fours
2809	12 12 3 3 14	2P	Queens and Treys
2810	12 12 3 3 13	2P	Queens and Treys
2811	12 12 3 3 11	2P	Queens and Treys
2812	12 12 3 3 10	2P	Queens and Treys
2813	12 12 3 3 9	2P	Queens and Treys
2814	12 12 3 3 8	2P	Queens and Treys
2815	12 12 3 3 7	2P	Queens and Treys
2816	12 12 3 3 6	2P	Queens and Treys
2817	12 12 3 3 5	2P	Queens and Treys
2818	12 12 3 3 4	2P	Queens and Treys
2819	12 12 3 3 2	2P	Queens and Treys
2820	12 12 2 2 14	2P	Queens and Deuces
2821	12 12 2 2 13	2P	Queens and Deuces
2822	12 12 2 2 11	2P	Queens and Deuces
2823	12 12 2 2 10	2P	Queens and Deuces
2824	12 12 2 2 9	2P	Queens and Deuces
2825	12 12 2 2 8	2P	Queens and Deuces
2826	12 12 2 2 7	2P	Queens and Deuces
2827	12 12 2 2 6	2P	Queens and Deuces
2828	12 12 2 2 5	2P	Queens and Deuces
2829	12 12 2 2 4	2P	Queens and Deuces
2830	12 12 2 2 3	2P	Queens and Deuces
2831	11 11 10 10 14	2P	Jacks and Tens
2832	11 11 10 10 13	2P	Jacks and Tens
2833	11 11 10 10 12	2P	Jacks and Tens
2834	11 11 10 10 9	2P	Jacks and Tens
2835	11 11 10 10 8	2P	Jacks and Tens
2836	11 11 10 10 7	2P	Jacks and Tens
2837	11 11 10 10 6	2P	Jacks and Tens
2838	11 11 10 10 5	2P	Jacks and Tens
2839	11 11 10 10 4	2P	Jacks and Tens
2840	11 11 10 10 3	2P	Jacks and Tens
2841	11 11 10 10 2	2P	Jacks and Tens
2842	11 11 9 9 14	2P	Jacks and Nines
2843	11 11 9 9 13	2P	Jacks and Nines
2844	11 11 9 9 12	2P	Jacks and Nines
2845	11 11 9 9 10	2P	Jacks and Nines
2846	11 11 9 9 8	2P	Jacks and Nines
2847	11 11 9 9 7	2P	Jacks and Nines
2848	11 11 9 9 6	2P	Jacks and Nines
2849	11 11 9 9 5	2P	Jacks and Nines
2850	11 11 9 9 4	2P	Jacks and Nines
2851	11 11 9 9 3	2P	Jacks and Nines
